date,headline,source,ticker,url
2020-06-03,Israeli Startup Deal Digest – May 2020,TalkMarkets,INTC,https://talkmarkets.com/content/israeli-startup-deal-digest--may-2020?post=264250
2020-06-03,Now That Stocks Have Recovered Is Time For The Fed To Stop Pumping?,TalkMarkets,MU,https://talkmarkets.com/content/now-that-stocks-have-recovered-is-time-for-the-fed-to-stop-pumping?post=264346
2020-06-02,Bill Nygren Adds 4 Stocks to Portfolio in –st Quarter,GuruFocus,GOOGL,http://www.gurufocus.com/news/1153868/bill-nygren-adds-4-stocks-to-portfolio-in-1st-quarter
2020-06-02,American Pie,TalkMarkets,GOOGL,https://talkmarkets.com/content/american-pie?post=264167
2020-06-02,Stocks Are Ready To Climb Once Again On June 2,TalkMarkets,GOOGL,https://talkmarkets.com/content/stocks-are-ready-to-climb-once-again-on-june-2?post=264130
2020-06-02,MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition,TalkMarkets,GOOGL,https://talkmarkets.com/content/moneygram-shares-jump-50-as-western-union-reportedly-looks-for-acquisition?post=264127
2020-06-02,US Indexes Close Higher Again Tuesday,GuruFocus,QCOM,http://www.gurufocus.com/news/1154008/us-indexes-close-higher-again-tuesday
2020-06-01,The 5 Most-Sold Guru Stocks of the –st Quarter,GuruFocus,GOOGL,http://www.gurufocus.com/news/1153115/the-5-mostsold-guru-stocks-of-the-1st-quarter
2020-06-01,All Eyes on Market Volatility,TalkMarkets,INTC,https://talkmarkets.com/content/all-eyes-on-market-volatility?post=264043
2020-06-01,Stocks Rise Again And May Just Get Keep On Going,TalkMarkets,MU,https://talkmarkets.com/content/stocks-rise-again-and-may-just-get-keep-on-going?post=264063
2020-06-01,A Volatile Trading Session Lie Ahead On June 1 As Big Data Awaits,TalkMarkets,MU,https://talkmarkets.com/content/a-volatile-trading-session-lie-ahead-on-june-1-as-big-data-awaits?post=263978
2020-05-31,Five Monster Stock Market Predictions For The Week Of June 1,TalkMarkets,AVGO,https://talkmarkets.com/content/five-monster-stock-market-predictions-for-the-week-of-june-1?post=263922
2020-05-31,The New Work-From-Home Economy,TalkMarkets,GOOGL,https://talkmarkets.com/content/the-new-work-from-home-economy?post=263803
2020-05-31,Buybacks Are Back: Here's Who Is Repurchasing The Most Stocks,TalkMarkets,GOOGL,https://talkmarkets.com/content/buybacks-are-back-heres-who-is-repurchasing-the-most-stocks?post=263915
2020-05-31,Covered Call Backtest,TalkMarkets,GOOGL,https://talkmarkets.com/content/covered-call-backtest?post=263897
2020-05-30,Splunk: Almost Unaffected,GuruFocus,GOOGL,http://www.gurufocus.com/news/1151867/splunk-almost-unaffected
2020-05-30,"A Confused Goldman No Longer Expects S&P To Drop To 2,400 But Sees No Market Upside Either",TalkMarkets,GOOGL,https://talkmarkets.com/content/a-confused-goldman-no-longer-expects-sp-to-drop-to-2400-but-sees-no-market-upside-either?post=263854
2020-05-30,"Week In Review: How Trump's Policies Moved Stocks - Saturday, May 30",TalkMarkets,GOOGL,https://talkmarkets.com/content/week-in-review-how-trumps-policies-moved-stocks-saturday-may-30?post=263835
2020-05-30,Market Setup With Phenomenal Risk/Reward,TalkMarkets,GOOGL,https://talkmarkets.com/content/market-setup-with-phenomenal-riskreward?post=263820
2020-05-30,"The ""Smart Money"" Continues To Sell Stocks And Buy Gold, As Retail Investors Go Berserk",TalkMarkets,INTC,https://talkmarkets.com/content/the-smart-money-continues-to-sell-stocks-and-buy-gold-as-retail-investors-go-berserk?post=263795
2020-05-29,Looking for Dividend Growth? Here Are 5 Solid Picks,Zacks,AMAT,http://www.zacks.com/stock/news/951451/looking-for-dividend-growth-here-are-5-solid-picks?cid=CS-BENZ-FT-analyst_blog|rw-951451
2020-05-29,"Michael Burry's Firm Axes Alphabet, Buys 5 Stocks in the –st Quarter",GuruFocus,GOOGL,http://www.gurufocus.com/news/1151574/michael-burrys-firm-axes-alphabet-buys-5-stocks-in-the-1st-quarter
2020-05-29,Technical Stock Chart Analysis: Alphabet (GOOGL),TalkMarkets,GOOGL,https://talkmarkets.com/content/technical-stock-chart-analysis-alphabet-googl?post=263769
2020-05-29,"4 Stocks to Watch as Dow Breezes Past 25,000 Points",Zacks,GOOGL,http://www.zacks.com/stock/news/951452/4-stocks-to-watch-as-dow-breezes-past-25000-points?cid=CS-BENZ-FT-analyst_blog|industry_focus-951452
2020-05-29,Marvell's (MRVL) Q1 Earnings & Revenues Surpass Estimates,Zacks,MRVL,http://www.zacks.com/stock/news/951760/marvells-mrvl-q1-earnings-revenues-surpass-estimates?cid=CS-BENZ-FT-analyst_blog|earnings_article-951760
2020-05-29,US Indexes Close Mostly Higher on the Last Trading Day of May,GuruFocus,QCOM,http://www.gurufocus.com/news/1151596/us-indexes-close-mostly-higher-on-the-last-trading-day-of-may
2020-05-29,"Seascape Capital Management Buys iShares 7-–… Year Treasury Bond ETF, Leidos Holdings Inc, ...",GuruFocus,QCOM,http://www.gurufocus.com/news/1150245/seascape-capital-management-buys-ishares-710-year-treasury-bond-etf-leidos-holdings-inc-the-aes-corp-sells-apple-inc-align-technology-inc-the-walt-disney-co
2020-05-28,"EverQuote, Americas CarMart, Nvidia, Applied Materials and Inphi highlighted as Zacks Bull and Bear of the Day",Zacks,AMAT,http://www.zacks.com/stock/news/950118/everquote-americas-carmart-nvidia-applied-materials-and-inphi-highlighted-as-zacks-bull-and-bear-of-the-day?cid=CS-BENZ-FT-press_releases-950118
2020-05-28,Earnings Preview: Broadcom Inc. (AVGO) Q2 Earnings Expected to Decline,Zacks,AVGO,http://www.zacks.com/stock/news/950163/earnings-preview-broadcom-inc-avgo-q2-earnings-expected-to-decline?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_9-950163
2020-05-28,Broadcom Recognized for Excellence in Customer Service and Loyalty by Customer Relationship ...,GuruFocus,AVGO,http://www.gurufocus.com/news/1149714/broadcom-recognized-for-excellence-in-customer-service-and-loyalty-by-customer-relationship-management-institute
2020-05-28,Tweedy Browne's —…—… Annual Letter to Shareholders,GuruFocus,GOOGL,http://www.gurufocus.com/news/1149923/tweedy-brownes-2020-annual-letter-to-shareholders
2020-05-28,"Mario Cibelli Adds — Stocks to Portfolio, Gives Alphabet the Boot",GuruFocus,GOOGL,http://www.gurufocus.com/news/1149844/mario-cibelli-adds-2-stocks-to-portfolio-gives-alphabet-the-boot
2020-05-28,"Trump Is Mad At Social Media Networks, Should You Care?",Zacks,GOOGL,http://www.zacks.com/stock/news/950414/trump-is-mad-at-social-media-networks-should-you-care?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-950414
2020-05-28,"Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ...",GuruFocus,GOOGL,http://www.gurufocus.com/news/1149522/tredje-apfonden-buys-microsoft-corp-amazoncom-inc-apple-inc-sells-ishares-us-healthcare-exxon-mobil-corp-chevron-corp
2020-05-28,Alphabet (GOOGL) Up 5.8% Since Last Earnings Report: Can It Continue?,Zacks,GOOGL,http://www.zacks.com/stock/news/949642/alphabet-googl-up-58-since-last-earnings-report-can-it-continue?cid=CS-BENZ-FT-realtime_blog-949642
2020-05-28,"The Zacks Analyst Blog Highlights: Alphabet, Visa, Bank of America, JPMorgan Chase and NVIDIA",Zacks,GOOGL,http://www.zacks.com/stock/news/950069/the-zacks-analyst-blog-highlights-alphabet-visa-bank-of-america-jpmorgan-chase-and-nvidia?cid=CS-BENZ-FT-press_releases-950069
2020-05-28,"NetApp (NTAP) Q4 Earnings Beat Estimates, Revenues Fall Y/Y",Zacks,GOOGL,http://www.zacks.com/stock/news/950034/netapp-ntap-q4-earnings-beat-estimates-revenues-fall-y-y?cid=CS-BENZ-FT-analyst_blog|earnings_article-950034
2020-05-28,Growth Stocks for 2020: Trading Tech Stocks + FANG Stocks,TalkMarkets,GOOGL,https://talkmarkets.com/content/growth-stocks-for-2020-trading-tech-stocks--fang-stocks?post=263627
2020-05-28,Swiss National Bank Ready To Buy Much More Tech Stocks To Weaken The Franc,TalkMarkets,GOOGL,https://talkmarkets.com/content/swiss-national-bank-ready-to-buy-much-more-tech-stocks-to-weaken-the-franc?post=263588
2020-05-28,"Capital Advisory Group Advisory Services, LLC Buys iShares –-' Year Treasury Bond ETF, ...",GuruFocus,INTC,http://www.gurufocus.com/news/1149793/capital-advisory-group-advisory-services-llc-buys-ishares-13-year-treasury-bond-etf-ishares-agency-bond-ishares-tips-bond-sells-spdr-sp-500-ishares-core-sp-midcap-invesco-sp-500-equal-weight
2020-05-28,Growth Stocks for 2020: Trading Tech Stocks + FANG Stocks,TalkMarkets,INTC,https://talkmarkets.com/content/growth-stocks-for-2020-trading-tech-stocks--fang-stocks?post=263627
2020-05-28,Modine (MOD) Q4 Earnings Top Estimates,Zacks,MOD,http://www.zacks.com/stock/news/950578/modine-mod-q4-earnings-top-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-950578
2020-05-28,Marvell Technology (MRVL) Surpasses Q1 Earnings and Revenue Estimates,Zacks,MRVL,http://www.zacks.com/stock/news/950566/marvell-technology-mrvl-surpasses-q1-earnings-and-revenue-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-950566
2020-05-28,Marvell Technology (MRVL) Expected to Beat Earnings Estimates: Should You Buy?,Zacks,MRVL,http://www.zacks.com/stock/news/950153/marvell-technology-mrvl-expected-to-beat-earnings-estimates-should-you-buy?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_9-950153
2020-05-28,The Momentum Trade Driving Stocks Higher May Be About To Snap,TalkMarkets,MU,https://talkmarkets.com/content/the-momentum-trade-driving-stocks-higher-may-be-about-to-snap?post=263674
2020-05-28,"Sanders Capital, LLC Buys Vanguard FTSE All World Ex US, Micron Technology Inc, Alibaba Group ...",GuruFocus,MU,http://www.gurufocus.com/news/1149794/sanders-capital-llc-buys-vanguard-ftse-all-world-ex-us-micron-technology-inc-alibaba-group-holding-sells-gilead-sciences-inc-bank-of-america-corp-wells-fargo
2020-05-28,Growth Stocks for 2020: Trading Tech Stocks + FANG Stocks,TalkMarkets,MU,https://talkmarkets.com/content/growth-stocks-for-2020-trading-tech-stocks--fang-stocks?post=263627
2020-05-27,The Topsy-Turvy S&P 500 Earnings Picture,TalkMarkets,GOOGL,https://talkmarkets.com/content/the-topsy-turvy-sp-500-earnings-picture?post=263549
2020-05-27,FANG Stocks Update: The Whole Lot is Losing Out to.... Small Caps?,TalkMarkets,GOOGL,https://talkmarkets.com/content/fang-stocks-update-the-whole-lot-is-losing-out-to-small-caps?post=263545
2020-05-27,FANG Stocks Update: The Whole Lot is Losing Out to... Small Caps?,TalkMarkets,GOOGL,https://talkmarkets.com/content/fang-stocks-update-the-whole-lot-is-losing-out-to-small-caps?post=263545
2020-05-27,Seth Klarman's 5 Largest Holdings as of the March Quarter,GuruFocus,GOOGL,http://www.gurufocus.com/news/1148545/seth-klarmans-5-largest-holdings-as-of-the-march-quarter
2020-05-27,"Rainier Group Investment Advisory LLC Buys Colgate-Palmolive Co, 'M Co, CSX Corp, Sells ...",GuruFocus,GOOGL,http://www.gurufocus.com/news/1148256/rainier-group-investment-advisory-llc-buys-colgatepalmolive-co-3m-co-csx-corp-sells-ishares-core-sp-500-ishares-russell-midcap-slack-technologies-inc
2020-05-27,"Amazon Interest In Zoox Seen Opening Door For Potential Uber, Tesla Competition",TalkMarkets,GOOGL,https://talkmarkets.com/content/amazon-interest-in-zoox-seen-opening-door-for-potential-uber-tesla-competition?post=263482
2020-05-27,Tech – Hitherto Leaders – Witness Interesting Reversal Tue; Traders Probably Do Not Find Encouraging How Top Five Traded,TalkMarkets,GOOGL,https://talkmarkets.com/content/tech--hitherto-leaders--witness-interesting-reversal-tue-traders-probably-do-not-find-encouraging-how-top-five-traded?post=263447
2020-05-27,Stocks Soar Despite Pharma Giant CEO Questioning Vaccine Timelines,TalkMarkets,GOOGL,https://talkmarkets.com/content/stocks-soar-despite-pharma-giant-ceo-questioning-vaccine-timelines?post=263427
2020-05-27,Five Companies Reach 5—-week Highs,GuruFocus,MRVL,http://www.gurufocus.com/news/1147787/five-companies-reach-52week-highs
2020-05-27,Crazy Stock Market Price Action Resumes On May 27,TalkMarkets,MU,https://talkmarkets.com/content/crazy-stock-market-price-action-resumes-on-may-27?post=263557
2020-05-26,"Umb Bank N A Buys JPMorgan Ultra-Short Income, iShares Russell '………, Broadcom Inc, ...",GuruFocus,AVGO,http://www.gurufocus.com/news/1147429/umb-bank-n-a-buys-jpmorgan-ultrashort-income-ishares-russell-3000-broadcom-inc-sells-boeing-co-truist-financial-corp-vf-corp
2020-05-26,"Bahl & Gaynor Inc Buys Merck Inc, Verizon Communications Inc, AbbVie Inc, Sells Simon ...",GuruFocus,AVGO,http://www.gurufocus.com/news/1147391/bahl--gaynor-inc-buys-merck-inc-verizon-communications-inc-abbvie-inc-sells-simon-property-group-inc-exxon-mobil-corp-sysco-corp
2020-05-26,"KLA, IBD Stock Of The Day, Approaches Buy Point",Investor's Business Daily,KLAC,http://www.investors.com/research/ibd-stock-of-the-day/kla-stock-approaches-buy-point/?src=A00237A&ven=BenzingaCP&src=AURLAAM
2020-05-26,Julian Robertson's Top –st-Quarter Trades,GuruFocus,QCOM,http://www.gurufocus.com/news/1147542/julian-robertsons-top-1stquarter-trades
2020-05-25,5G's Unstoppable Momentum Could Bring a Potential Upgrade to Every Future Smartphone,TalkMarkets,QCOM,https://talkmarkets.com/content/5gs-unstoppable-momentum-could-bring-a-potential-upgrade-to-every-future-smartphone?post=263200
2020-05-24,Hedge Funds Have Never Been More Concentrated Into The Same Handful Of Stocks,TalkMarkets,GOOGL,https://talkmarkets.com/content/hedge-funds-have-never-been-more-concentrated-into-the-same-handful-of-stocks?post=263174
2020-05-24,"""A Market Of Just 5 Stocks"": Earnings Season Confirmed ""Winner-Take-All"" Phenomenon Is Accelerating",TalkMarkets,GOOGL,https://talkmarkets.com/content/a-market-of-just-5-stocks-earnings-season-confirmed-winner-take-all-phenomenon-is-accelerating?post=263160
2020-05-24,Year-To-Date Performance Of 5 Largest Companies In U.S.,TalkMarkets,GOOGL,https://talkmarkets.com/content/year-to-date-performance-of-5-largest-companies-in-us?post=263150
2020-05-24,Dazed And Confused: The World According To Covid-19,TalkMarkets,GOOGL,https://talkmarkets.com/content/dazed-and-confused-the-world-according-to-covid-19?post=263133
2020-05-23,Why Is Intel (INTC) Up 5.5% Since Last Earnings Report?,Zacks,INTC,http://www.zacks.com/stock/news/940201/why-is-intel-intc-up-55-since-last-earnings-report?cid=CS-BENZ-FT-realtime_blog-940201
2020-05-22,Top –st-Quarter Buys of the Bill & Melinda Gates Foundation Trust,GuruFocus,GOOGL,http://www.gurufocus.com/news/1145272/top-1stquarter-buys-of-the-bill--melinda-gates-foundation-trust
2020-05-22,"David Abrams Sells O'Reilly Automotive, Buys TransDigm and Energy Transfer",GuruFocus,GOOGL,http://www.gurufocus.com/news/1145149/david-abrams-sells-oreilly-automotive-buys-transdigm-and-energy-transfer
2020-05-22,"Ethic Inc. Buys Healthpeak Properties Inc, Ecolab Inc, Procter & Gamble Co, Sells Discover ...",GuruFocus,GOOGL,http://www.gurufocus.com/news/1144811/ethic-inc-buys-healthpeak-properties-inc-ecolab-inc-procter--gamble-co-sells-discover-financial-services-american-international-group-inc-bancolombia-sa
2020-05-22,"Heard Capital LLC Buys Blackstone Group Inc, Fair Isaac Corp, Northrop Grumman Corp, Sells ...",GuruFocus,LRCX,http://www.gurufocus.com/news/1144814/heard-capital-llc-buys-blackstone-group-inc-fair-isaac-corp-northrop-grumman-corp-sells-raytheon-co-pioneer-natural-resources-co-golar-lng
2020-05-21,"Capital Advisors Inc Buys Vanguard Short-Term Government Bond ETF, AbbVie Inc, The Home Depot ...",GuruFocus,AVGO,http://www.gurufocus.com/news/1143963/capital-advisors-inc-buys-vanguard-shortterm-government-bond-etf-abbvie-inc-the-home-depot-inc-sells-exxon-mobil-corp-schwab-us-broad-market-ishares-core-msci-eafe
2020-05-21,Leon Cooperman Sells Fiserv and United Airlines During –st Quarter,GuruFocus,GOOGL,http://www.gurufocus.com/news/1144247/leon-cooperman-sells-fiserv-and-united-airlines-during-1st-quarter
2020-05-21,Bear Markets Bounce Before They Pounce Some More,TalkMarkets,GOOGL,https://talkmarkets.com/content/bear-markets-bounce-before-they-pounce-some-more?post=262908
2020-05-21,Stocks May Drop On May 21 Ahead Of Economic Data Dump,TalkMarkets,INTC,https://talkmarkets.com/content/stocks-may-drop-on-may-21-ahead-of-economic-data-dump?post=262864
2020-05-21,Stocks Pause After Reopening Rally,TalkMarkets,INTC,https://talkmarkets.com/content/stocks-pause-after-reopening-rally?post=262839
2020-05-21,US Indexes Close Lower Thursday,GuruFocus,QCOM,http://www.gurufocus.com/news/1144416/us-indexes-close-lower-thursday
2020-05-21,"Caxton Associates Exits Aptiv, Bank Of America",GuruFocus,TSM,http://www.gurufocus.com/news/1144179/caxton-associates-exits-aptiv-bank-of-america
2020-05-20,Chip Equipment Maker ASML Surges On Strong Demand For Its Gear,Investor's Business Daily,ASML,http://www.investors.com/research/ibd-stock-of-the-day/asml-stock-gaps-up-above-buy-point/?src=A00237A&ven=BenzingaCP&src=AURLAAM
2020-05-20,FAANG Still Leading,TalkMarkets,GOOGL,https://talkmarkets.com/content/faang-still-leading?post=262766
