Date,Open,High,Low,Close,Volume,Company,Ticker
2018-01-02,52.21940716939454,53.357995537474515,52.21940716939454,53.22063064575195,31766000,GOOGLE,GOOGL
2018-01-02,176.29651597117564,180.16615833200692,176.16753849046654,180.0074005126953,18151900,META,META
2018-01-02,20.350000381469727,20.899999618530273,20.299999237060547,20.399999618530273,303900,MODINE_COOLING,MOD
2018-01-02,4.840008640503378,4.931973666131413,4.808365308298831,4.92826509475708,355616000,NVIDIA,NVDA
2018-01-02,2.0899999141693115,2.1700000762939453,2.0850000381469727,2.1449999809265137,4344000,SUPER_MICRO_COOLING,SMCI
2018-01-02,33.33358050704381,33.77791930579513,33.259524040585255,33.75323486328125,4984000,TSMC,TSM
2018-01-03,53.25633966895291,54.35575453121397,53.23154686819996,54.128631591796875,31318000,GOOGLE,GOOGL
2018-01-03,180.46383188992525,183.34124555259893,179.91811132907898,183.2321014404297,16886600,META,META
2018-01-03,20.399999618530273,21.200000762939453,20.399999618530273,21.149999618530273,306500,MODINE_COOLING,MOD
2018-01-03,5.04569409396009,5.283022431580959,5.037041544979342,5.252614498138428,914704000,NVIDIA,NVDA
2018-01-03,2.134999990463257,2.1549999713897705,2.109999895095825,2.1500000953674316,4094000,SUPER_MICRO_COOLING,SMCI
2018-01-03,34.222262039878096,34.40328967624195,34.098833535281415,34.32100296020508,6963200,TSMC,TSM
2018-01-04,54.404838927468575,54.751472716786864,54.264500273399186,54.33888244628906,26052000,GOOGLE,GOOGL
2018-01-04,183.4603140896738,184.76012680396246,182.66655521130346,182.89476013183594,13880900,META,META
2018-01-04,21.299999237060547,21.399999618530273,20.950000762939453,21.149999618530273,170700,MODINE_COOLING,MOD
2018-01-04,5.33394783508857,5.390560484814146,5.258052029072682,5.280301570892334,583268000,NVIDIA,NVDA
2018-01-04,2.1500000953674316,2.194999933242798,2.140000104904175,2.1649999618530273,3631000,SUPER_MICRO_COOLING,SMCI
2018-01-04,34.49379451965416,34.55962388134628,34.10705800592152,34.13997268676758,4876600,TSMC,TSM
2018-01-05,54.720237383951606,55.22258571487363,54.63841320373191,55.05943298339844,30250000,GOOGLE,GOOGL
2018-01-05,184.1449274556417,185.4447249132327,183.49006281380875,185.39512634277344,13574500,META,META
2018-01-05,21.350000381469727,21.649999618530273,21.229999542236328,21.5,269900,MODINE_COOLING,MOD
2018-01-05,5.295135151461175,5.362377941770757,5.218250546808225,5.325048446655273,580124000,NVIDIA,NVDA
2018-01-05,2.180000066757202,2.190000057220459,2.140000104904175,2.1700000762939453,2178000,SUPER_MICRO_COOLING,SMCI
2018-01-05,34.46912131509282,35.02865851621286,34.38683772507071,34.93814468383789,5330800,TSMC,TSM
2018-01-08,55.094642223098475,55.49929868498433,55.04505284208835,55.25382614135742,24644000,GOOGLE,GOOGL
2018-01-08,185.7423875707489,187.4291477052418,184.87916656179783,186.81398010253906,17994700,META,META
2018-01-08,21.5,21.75,20.899999618530273,21.5,319500,MODINE_COOLING,MOD
2018-01-08,5.448658412630829,5.562377912508374,5.403664680365826,5.488213062286377,881216000,NVIDIA,NVDA
2018-01-08,2.1649999618530273,2.180000066757202,2.1500000953674316,2.180000066757202,3484000,SUPER_MICRO_COOLING,SMCI
2018-01-08,34.88876128206812,34.954587498938174,34.71596079258678,34.92167282104492,3538200,TSMC,TSM
2018-01-09,55.463596141591765,55.463596141591765,54.95579208730221,55.18341064453125,26808000,GOOGLE,GOOGL
2018-01-09,187.23071996426356,187.32994738909062,185.64318714688596,186.4071807861328,12393100,META,META
2018-01-09,21.549999237060547,21.700000762939453,21.049999237060547,21.25,226600,MODINE_COOLING,MOD
2018-01-09,5.493652139424891,5.533206792436085,5.4051485679476965,5.486730098724365,497000000,NVIDIA,NVDA
2018-01-09,2.180000066757202,2.180000066757202,2.119999885559082,2.125,3116000,SUPER_MICRO_COOLING,SMCI
2018-01-09,34.96282488110552,34.971051982801484,34.666598997377406,34.707740783691406,5729900,TSMC,TSM
